N,P,K,temperature,humidity,ph,rainfall,label
116.78,27.39,47.33,28.98,90.43,6.0,25.65,muskmelon
37.64,18.72,8.7,18.51,94.01,6.81,110.54,orange
99.22,37.54,23.5,25.89,64.97,5.89,82.95,maize
105.57,84.02,52.52,27.72,78.83,6.47,108.5,banana
83.57,40.59,39.55,23.57,73.36,5.9,169.68,jute
82.48,31.43,33.7,23.17,67.08,6.98,178.85,coffee
51.26,79.95,22.1,25.21,69.05,6.89,60.13,blackgram
36.58,58.67,18.49,32.77,48.78,4.43,30.81,mothbeans
83.08,26.67,55.02,29.54,90.48,6.48,25.42,muskmelon
38.53,70.22,19.42,27.34,59.03,7.68,69.34,blackgram
32.52,137.38,200.5,10.0,83.77,6.62,71.15,grapes
32.1,120.16,196.51,18.7,87.48,6.01,65.91,grapes
131.86,41.28,18.29,22.7,63.09,6.98,61.77,cotton
36.24,132.0,200.38,38.69,81.07,5.71,73.17,grapes
16.83,71.99,15.18,28.49,35.81,6.66,167.12,pigeonpeas
18.01,26.5,13.44,24.49,95.47,6.6,112.94,orange
33.29,42.21,22.32,25.12,47.15,8.85,73.01,mothbeans
18.95,29.51,33.26,32.5,55.77,6.32,92.19,mango
58.29,52.14,37.21,23.54,78.16,6.3,138.51,jute
16.47,23.08,36.26,35.91,49.6,5.9,102.51,mango
39.98,65.2,19.35,21.22,61.84,6.23,44.94,lentil
37.95,42.4,21.49,27.05,50.8,5.49,44.97,mothbeans
22.0,57.85,18.11,28.93,85.94,6.27,50.29,mungbean
49.06,63.71,48.17,27.95,92.91,6.61,49.22,papaya
25.47,11.69,9.03,9.41,94.17,7.12,106.06,orange
121.33,77.94,50.95,26.68,81.32,6.39,100.43,banana
9.02,23.74,31.26,29.2,94.57,6.32,135.89,coconut
15.97,31.79,31.67,33.61,52.51,5.67,96.84,mango
32.12,60.62,27.6,33.41,61.0,7.51,65.8,blackgram
83.9,47.5,16.75,19.92,58.57,6.85,90.63,maize
90.46,24.33,48.4,28.45,96.0,5.96,23.95,muskmelon
51.96,74.77,22.93,26.37,63.87,7.43,57.25,blackgram
82.33,40.71,39.7,25.43,71.94,6.24,171.1,jute
89.93,83.86,55.72,28.19,81.64,5.46,104.83,banana
28.43,25.5,16.74,11.78,93.53,6.51,110.94,orange
20.82,64.68,18.4,20.18,63.16,6.42,38.08,lentil
88.86,50.66,24.91,23.85,67.44,6.41,70.58,maize
10.82,43.71,23.11,27.2,88.61,7.24,40.36,mungbean
123.43,33.2,21.93,24.83,82.61,7.74,86.56,cotton
97.28,47.89,21.55,23.63,71.29,7.53,66.51,cotton
113.07,20.77,30.81,27.95,62.81,6.89,144.74,coffee
20.24,51.12,18.43,26.52,85.95,6.44,39.22,mungbean
31.61,66.59,20.9,21.22,20.5,5.51,104.44,kidneybeans
52.98,79.89,81.4,17.94,15.92,7.55,66.52,chickpea
17.04,53.58,25.22,27.45,87.49,6.27,43.83,mungbean
18.72,23.02,44.02,21.42,93.48,6.54,108.27,pomegranate
37.81,66.94,19.88,22.43,62.12,6.71,44.32,lentil
19.15,57.81,15.14,26.57,68.44,6.14,41.89,lentil
65.09,44.51,37.41,26.31,82.04,6.52,215.86,rice
90.73,10.9,49.66,25.23,85.15,6.88,55.53,watermelon
92.79,36.43,37.94,25.16,71.11,6.51,160.34,jute
34.81,10.44,41.18,20.27,93.0,5.74,107.27,pomegranate
37.88,67.15,18.64,27.0,69.08,6.18,42.84,lentil
56.5,76.82,16.76,26.5,65.21,6.96,64.8,blackgram
21.07,140.43,197.86,22.98,82.6,5.73,64.78,grapes
34.58,36.03,25.71,32.23,49.51,5.37,91.34,mango
67.09,55.0,42.3,25.27,81.64,5.2,222.04,rice
66.37,53.59,36.94,23.62,72.22,7.68,178.65,jute
114.6,82.85,53.46,28.94,84.49,5.48,108.33,banana
102.67,41.53,18.02,22.41,84.24,7.67,82.53,cotton
70.5,49.07,38.25,25.74,73.76,5.94,198.71,jute
56.96,68.99,79.75,18.08,18.74,6.0,92.94,chickpea
25.71,27.83,33.21,30.11,92.49,6.01,142.6,coconut
20.67,41.78,18.57,28.63,90.16,6.78,53.28,mungbean
23.47,74.05,13.72,28.52,64.99,5.27,90.69,pigeonpeas
87.76,82.12,50.32,27.63,78.78,6.5,103.85,banana
116.28,68.95,51.13,26.91,74.92,5.68,114.02,banana
28.34,53.43,17.08,24.63,62.07,6.42,46.1,lentil
18.53,38.75,26.06,27.59,85.46,7.14,52.49,mungbean
49.43,55.64,53.08,24.18,88.81,6.7,76.89,papaya
16.77,58.26,25.26,20.97,24.17,5.59,143.7,kidneybeans
117.18,27.53,46.25,24.3,79.27,6.34,36.08,watermelon
27.83,23.82,26.5,24.74,97.53,6.48,222.84,coconut
26.21,69.56,23.21,20.53,22.15,5.69,90.25,kidneybeans
64.47,47.15,23.69,17.92,67.96,5.91,103.58,maize
16.28,21.41,26.26,31.41,49.99,6.29,91.86,mango
14.35,122.36,203.38,10.07,83.76,5.91,72.27,grapes
31.65,45.06,26.73,26.75,47.0,5.37,80.23,mothbeans
43.82,67.46,56.15,37.6,94.03,6.92,101.32,papaya
10.83,16.94,11.43,16.87,93.09,6.76,118.08,orange
75.47,53.35,41.0,20.78,80.7,6.01,243.02,rice
18.87,25.48,33.21,25.12,95.65,5.47,178.59,coconut
59.4,61.0,13.15,27.08,62.73,7.48,73.37,blackgram
7.55,61.38,18.53,26.85,66.95,6.96,62.18,lentil
103.09,20.64,44.89,25.88,89.38,6.52,37.63,watermelon
27.43,22.37,30.65,30.97,49.47,5.19,86.51,mango
34.31,26.67,31.66,30.83,55.24,5.03,82.47,mango
32.66,60.46,21.22,26.35,55.57,5.57,161.65,pigeonpeas
13.43,14.7,42.6,21.51,86.52,6.18,113.47,pomegranate
27.85,36.35,24.85,27.81,81.02,6.51,46.92,mungbean
17.0,64.56,19.79,16.71,19.98,5.78,125.02,kidneybeans
26.49,62.24,13.57,26.73,44.17,5.69,52.26,mothbeans
14.87,21.0,29.62,27.66,99.22,6.21,220.44,coconut
14.04,61.14,19.09,19.72,17.4,5.71,93.88,kidneybeans
74.02,53.99,32.45,22.63,81.16,4.95,259.3,rice
13.78,35.85,26.1,26.87,82.75,6.12,53.27,mungbean
74.16,50.59,36.14,22.98,86.95,5.15,199.4,rice
23.31,12.78,43.13,21.56,87.86,6.12,100.31,pomegranate
82.43,36.05,38.48,24.51,71.95,6.59,196.95,jute
26.56,64.64,17.09,28.28,65.31,6.45,54.64,lentil
31.41,47.13,26.14,28.58,41.79,3.77,62.83,mothbeans
18.37,75.4,14.36,35.43,55.94,7.41,106.1,pigeonpeas
27.35,8.87,46.61,20.73,93.31,5.43,111.77,pomegranate
21.37,45.21,17.73,28.91,58.84,5.66,71.9,mothbeans
34.4,66.28,17.7,26.65,63.13,6.87,64.15,blackgram
54.34,53.68,54.07,29.08,89.62,6.93,204.36,papaya
86.6,33.15,31.27,23.74,61.07,6.53,123.08,coffee
116.09,90.71,54.41,28.3,78.72,6.26,101.34,banana
20.67,20.98,30.84,31.13,53.62,4.99,94.58,mango
54.0,68.04,81.12,18.56,17.89,8.66,67.7,chickpea
113.16,21.32,52.74,29.98,90.22,6.18,32.54,muskmelon
32.47,26.15,24.03,29.47,52.95,5.57,91.48,mango
38.38,65.98,19.6,25.89,65.23,7.32,59.53,blackgram
120.04,27.44,42.52,29.54,92.6,6.15,25.2,muskmelon
31.92,60.42,21.68,25.16,43.4,5.86,147.09,pigeonpeas
73.03,43.21,25.54,27.78,69.89,6.76,93.34,maize
21.72,15.4,11.42,33.77,91.59,7.59,107.77,orange
32.72,27.03,37.89,20.32,89.01,5.34,115.54,pomegranate
18.56,13.33,10.04,26.06,94.4,6.57,109.29,orange
29.62,57.13,15.24,24.84,64.45,6.99,25.41,lentil
103.66,24.7,50.67,25.59,88.95,6.79,44.46,watermelon
27.86,54.33,19.47,26.91,83.89,6.54,47.58,mungbean
25.73,20.12,32.22,27.08,96.94,5.37,213.69,coconut
30.72,48.74,14.16,30.13,91.55,6.87,41.44,mungbean
20.47,19.73,27.36,27.67,93.64,5.97,130.43,coconut
25.73,54.35,18.27,25.05,63.56,6.56,49.78,mothbeans
33.14,53.45,19.94,29.59,47.59,6.97,41.31,mothbeans
46.63,64.97,45.16,43.91,91.91,6.75,192.81,papaya
25.47,9.71,27.89,25.92,96.94,6.12,178.72,coconut
86.02,53.01,38.73,19.58,80.18,5.96,252.33,rice
80.68,53.87,22.75,20.56,68.4,5.7,104.27,maize
93.87,16.94,45.63,24.05,82.66,6.88,38.89,watermelon
22.3,142.35,202.63,22.68,81.99,6.67,76.04,grapes
100.76,23.49,29.2,26.51,68.3,7.2,145.95,coffee
23.04,20.12,39.49,19.97,88.91,5.62,113.23,pomegranate
25.99,27.61,42.94,25.18,84.44,6.64,103.19,pomegranate
38.69,54.69,78.48,19.98,18.98,6.41,72.04,chickpea
87.71,44.18,17.53,21.34,70.48,6.57,106.48,maize
34.72,32.6,31.51,29.89,51.66,6.75,94.25,mango
12.64,15.59,38.07,20.75,96.41,5.38,94.56,pomegranate
19.97,44.41,20.34,30.47,87.23,6.55,51.77,mungbean
135.22,39.02,19.53,21.6,59.9,7.09,65.81,cotton
25.15,51.66,13.57,29.77,79.81,6.54,38.97,mungbean
66.84,31.25,23.27,21.05,72.95,5.8,76.88,maize
16.97,58.34,21.93,20.07,18.3,5.63,137.74,kidneybeans
17.02,73.47,15.04,23.46,49.77,5.77,176.33,pigeonpeas
96.83,45.53,39.79,24.24,78.59,7.05,174.87,jute
108.96,30.75,29.59,26.86,57.52,7.08,121.28,coffee
110.93,52.11,20.43,23.86,79.81,7.8,97.72,cotton
61.37,41.79,41.83,25.45,87.45,6.24,160.45,jute
114.79,36.21,23.66,22.8,56.96,5.99,103.64,cotton
27.14,41.06,23.79,28.79,38.52,7.03,56.44,mothbeans
114.76,18.64,46.13,24.73,86.32,6.31,42.18,watermelon
82.09,93.58,58.96,28.55,82.01,6.19,89.81,banana
42.71,64.67,18.63,29.05,57.51,5.99,102.48,pigeonpeas
93.6,54.61,20.3,17.29,62.1,5.37,106.85,maize
24.94,129.33,199.95,17.63,82.77,6.58,63.91,grapes
9.02,34.35,36.33,35.15,53.25,6.22,88.48,mango
87.24,53.62,40.05,26.31,84.87,5.94,247.11,rice
28.96,132.66,202.24,21.54,92.43,6.12,122.0,apple
110.55,87.19,49.82,25.72,75.59,6.01,91.52,banana
94.8,16.61,28.09,26.91,59.95,6.36,173.9,coffee
15.8,38.77,16.63,26.12,54.77,6.93,70.16,mothbeans
24.98,122.97,205.74,24.2,92.62,5.42,101.29,apple
35.19,44.5,17.91,28.58,83.35,6.46,36.92,mungbean
113.15,38.76,26.05,24.21,81.97,6.71,63.43,cotton
12.34,20.64,34.57,24.47,94.94,6.06,183.31,coconut
80.95,79.07,52.42,28.94,78.86,5.59,116.09,banana
111.48,38.39,24.78,23.08,76.76,6.49,95.9,cotton
35.14,137.02,196.64,23.84,92.3,6.63,99.6,apple
8.34,23.68,42.92,24.29,89.44,6.22,119.58,pomegranate
102.18,32.52,26.07,24.63,67.29,6.21,137.15,coffee
56.76,57.58,81.13,18.58,16.3,7.63,83.65,chickpea
13.8,23.7,12.46,20.16,93.41,6.52,110.49,orange
57.39,59.12,21.11,29.71,62.26,6.78,64.87,blackgram
141.41,51.94,22.78,21.04,70.35,6.06,81.04,cotton
43.76,62.52,81.51,17.16,19.41,6.38,93.33,chickpea
76.89,39.53,37.66,20.28,84.35,5.46,269.37,rice
83.68,49.61,38.57,24.17,85.14,7.3,193.05,jute
33.6,64.08,53.94,40.88,91.68,6.86,62.37,papaya
9.87,68.58,12.49,29.84,58.15,7.05,136.36,pigeonpeas
114.93,33.51,31.13,23.68,61.34,6.98,200.55,coffee
95.98,28.92,45.03,23.69,80.47,6.49,50.05,watermelon
25.91,54.56,77.89,19.71,14.37,7.73,76.1,chickpea
88.38,38.52,37.39,23.85,81.21,6.45,283.47,rice
41.53,16.74,11.42,11.51,94.04,6.26,104.13,orange
33.78,59.98,19.72,33.88,66.8,7.35,76.19,blackgram
82.62,94.45,46.78,27.68,82.32,6.43,109.22,banana
113.72,12.45,51.8,25.55,89.0,6.85,55.25,watermelon
10.01,55.64,24.54,19.31,49.47,6.29,154.65,pigeonpeas
101.79,48.36,16.92,24.99,60.78,7.57,71.66,cotton
77.81,48.23,41.06,23.24,83.73,6.42,176.0,jute
113.79,26.25,26.31,27.53,59.53,6.53,165.02,coffee
29.37,40.5,19.25,27.81,88.41,6.15,56.77,mungbean
110.1,85.3,51.84,24.28,77.11,6.3,107.5,banana
13.28,45.41,15.25,26.81,84.15,6.73,48.78,mungbean
81.52,42.94,42.18,24.39,72.78,6.66,187.65,jute
37.52,129.89,198.94,32.17,84.13,5.75,63.81,grapes
26.37,18.18,29.74,36.48,49.91,5.76,89.63,mango
120.87,19.88,42.35,29.48,93.39,6.81,35.4,muskmelon
25.18,138.23,198.99,21.83,95.39,6.56,110.48,apple
106.19,40.67,21.74,22.63,68.97,7.39,74.1,cotton
93.95,19.46,50.36,26.39,90.3,6.55,44.71,watermelon
85.1,18.99,30.1,29.02,66.01,6.21,176.68,coffee
15.59,75.02,18.15,18.82,68.36,6.64,58.84,lentil
29.58,18.03,10.05,24.81,94.46,7.36,116.97,orange
85.59,48.04,13.51,25.59,67.05,6.69,64.19,maize
50.48,67.78,49.8,30.05,94.19,6.67,191.82,papaya
21.75,25.57,38.68,21.14,88.67,5.89,110.51,pomegranate
50.79,60.43,51.99,38.07,89.63,7.08,91.89,papaya
24.83,23.0,37.74,30.17,56.59,5.88,94.93,mango
19.67,58.94,18.8,26.78,65.55,6.22,59.46,lentil
60.6,54.79,47.83,24.6,93.32,6.72,84.31,papaya
119.81,42.63,16.61,25.19,58.15,6.41,70.5,cotton
45.86,75.36,23.43,21.04,64.01,6.52,36.41,lentil
122.41,44.65,16.67,23.82,67.4,7.3,60.83,cotton
30.21,18.67,46.49,25.7,89.09,6.7,105.16,pomegranate
15.32,23.04,24.89,27.88,97.61,5.98,192.57,coconut
100.48,51.03,20.31,21.06,74.57,5.37,106.54,maize
65.89,48.39,35.54,19.91,84.04,5.78,212.17,rice
81.0,38.48,34.39,24.02,80.05,6.54,200.89,jute
35.82,47.79,18.17,28.31,58.56,7.8,50.01,mothbeans
11.84,20.86,28.68,26.78,43.49,5.55,87.43,mango
21.65,140.69,195.82,25.68,81.54,5.71,67.14,grapes
124.51,42.02,21.51,24.08,71.97,7.72,69.84,cotton
13.01,20.59,32.75,24.83,96.0,5.52,205.06,coconut
98.03,57.84,19.25,23.97,61.98,5.44,101.81,maize
85.76,16.4,52.45,26.27,94.91,6.08,20.47,muskmelon
89.63,11.46,52.19,29.79,95.6,6.5,24.66,muskmelon
10.19,18.75,12.17,33.28,92.57,7.33,120.85,orange
21.26,42.29,23.45,25.89,51.79,7.3,35.74,mothbeans
12.91,36.49,15.49,29.85,80.85,6.47,44.85,mungbean
128.49,49.66,23.18,24.91,69.98,8.27,61.11,cotton
21.45,11.96,7.45,20.51,93.65,7.02,106.52,orange
25.3,31.08,28.63,30.33,44.86,5.21,92.59,mango
67.79,56.24,38.76,21.12,83.47,6.56,206.76,rice
75.16,38.96,22.93,17.79,63.63,6.48,89.43,maize
15.38,66.87,25.49,24.88,51.61,5.06,132.01,pigeonpeas
34.59,26.87,24.67,31.34,53.45,6.19,99.49,mango
51.11,72.79,81.83,18.2,19.77,7.63,88.63,chickpea
117.53,28.45,24.84,25.81,58.65,6.62,126.11,coffee
29.35,22.06,5.93,35.22,93.48,5.97,123.99,orange
35.69,29.32,26.15,28.15,44.93,5.63,93.84,mango
17.07,122.25,200.88,28.01,79.92,6.29,70.34,grapes
65.93,42.75,38.3,27.2,79.5,7.64,214.59,rice
118.7,78.8,46.47,30.2,78.97,6.27,97.28,banana
61.9,51.3,45.61,22.85,69.61,6.68,164.62,jute
86.23,89.7,49.42,24.55,77.23,5.47,123.31,banana
12.35,65.26,21.35,29.88,51.34,7.38,156.72,pigeonpeas
11.04,24.05,10.21,28.64,94.12,6.75,106.91,orange
26.05,72.84,85.19,17.89,17.58,7.18,93.95,chickpea
83.72,28.56,50.99,26.25,80.32,6.02,38.82,watermelon
31.64,56.99,23.89,29.67,64.84,7.02,37.78,lentil
88.0,52.44,40.55,21.68,78.23,6.76,190.89,jute
22.22,67.9,24.64,24.14,68.04,6.29,42.8,lentil
22.37,137.5,203.74,23.22,92.07,5.94,120.43,apple
84.66,28.49,27.92,26.69,62.78,6.14,125.94,coffee
12.52,33.55,19.85,26.73,80.49,7.28,67.24,mungbean
22.13,68.58,20.28,17.33,17.27,5.83,76.03,kidneybeans
101.87,53.17,39.17,25.47,84.67,6.44,192.65,jute
29.69,66.72,51.88,37.54,93.18,6.92,83.25,papaya
53.54,64.67,81.44,16.8,17.86,7.05,89.95,chickpea
21.78,29.27,10.11,14.64,91.17,7.51,104.54,orange
96.79,14.35,48.13,23.98,81.85,6.03,49.45,watermelon
92.58,22.84,48.86,27.42,91.36,6.23,23.58,muskmelon
64.41,57.67,17.95,23.02,64.42,5.79,97.22,maize
130.8,49.4,17.1,23.14,81.52,6.57,75.06,cotton
22.88,76.13,12.79,34.9,57.33,6.05,150.37,pigeonpeas
109.6,53.15,18.93,22.97,81.14,7.61,74.33,cotton
26.65,28.47,33.57,27.29,98.38,5.64,210.54,coconut
24.53,43.17,23.8,27.79,81.87,7.07,34.42,mungbean
33.04,70.58,21.27,19.32,65.72,7.74,53.93,lentil
119.02,23.9,32.54,22.39,66.81,7.34,163.52,coffee
23.02,46.27,16.96,25.68,48.84,4.45,37.85,mothbeans
62.07,49.56,45.29,22.7,88.07,7.22,175.37,jute
106.64,50.35,22.2,23.64,80.47,6.36,97.68,cotton
21.0,18.26,45.19,21.29,93.2,5.96,106.86,pomegranate
12.84,66.4,15.78,36.21,32.03,7.28,136.87,pigeonpeas
18.17,15.81,31.65,28.92,96.54,5.99,194.87,coconut
33.53,65.53,51.42,24.93,88.54,6.55,140.91,papaya
78.95,38.39,45.73,26.14,87.21,6.47,194.18,jute
42.42,18.56,31.49,36.63,54.65,5.15,105.88,mango
78.19,54.69,22.46,23.3,69.47,6.27,84.43,maize
71.84,36.58,43.5,24.53,87.72,6.73,184.14,jute
97.12,35.07,19.25,24.43,76.45,6.34,92.42,cotton
123.14,20.43,46.71,25.1,84.6,6.53,37.94,watermelon
10.19,67.49,18.82,20.97,57.11,6.34,198.91,pigeonpeas
98.12,33.37,25.4,24.99,53.59,6.25,196.2,coffee
30.48,21.78,42.23,21.74,90.48,6.47,97.07,pomegranate
81.68,13.74,26.3,24.96,64.42,6.82,187.96,coffee
21.12,41.78,14.66,27.69,81.6,6.48,43.27,mungbean
47.31,59.94,45.5,35.51,91.02,7.04,227.9,papaya
105.29,9.95,55.31,25.32,87.83,6.86,49.99,watermelon
12.37,64.89,22.94,27.63,51.54,7.51,135.82,pigeonpeas
95.12,14.35,43.92,25.49,81.92,6.54,45.15,watermelon
85.28,52.17,20.86,21.76,59.86,5.84,93.89,maize
23.7,30.93,34.88,30.5,52.77,6.25,104.84,mango
32.15,139.56,189.64,16.85,81.17,6.55,76.79,grapes
39.68,53.14,18.88,28.49,86.66,6.11,42.89,mungbean
74.15,47.21,21.78,26.16,71.6,6.55,91.87,maize
56.77,66.06,19.44,25.95,62.01,6.69,65.15,blackgram
17.86,116.48,203.67,20.16,94.24,6.28,115.5,apple
139.99,59.64,26.38,26.07,64.45,7.18,78.24,cotton
35.62,28.0,43.18,20.16,89.27,5.85,110.89,pomegranate
65.19,37.85,21.74,20.87,61.32,6.62,80.14,maize
18.34,20.3,8.34,12.32,90.29,7.2,106.61,orange
11.88,73.28,21.23,17.68,69.93,6.34,41.73,lentil
20.03,24.37,31.69,26.73,97.23,6.26,148.64,coconut
54.87,58.33,84.46,20.44,19.39,7.36,67.73,chickpea
49.32,58.58,83.84,17.94,16.53,7.07,84.69,chickpea
49.15,79.59,20.45,25.58,60.47,6.95,68.92,blackgram
8.83,69.27,24.29,36.52,48.86,5.95,106.54,pigeonpeas
66.96,49.86,16.75,22.65,59.11,6.19,92.09,maize
20.41,140.93,203.01,35.09,81.82,5.79,63.91,grapes
43.39,56.99,80.98,15.67,14.42,8.32,88.6,chickpea
86.91,24.08,52.28,26.83,91.42,6.11,32.94,muskmelon
18.75,71.46,16.65,26.78,64.93,6.6,42.93,lentil
25.34,62.26,84.4,21.02,17.55,6.67,87.42,chickpea
112.71,8.54,50.0,30.5,95.18,6.67,23.55,muskmelon
52.66,47.95,44.78,25.33,95.4,6.6,184.94,papaya
30.81,13.43,7.17,33.33,90.48,8.08,118.91,orange
36.6,58.83,17.51,26.85,58.09,7.72,65.49,blackgram
55.33,55.45,49.44,25.49,92.6,6.61,45.38,papaya
103.29,31.63,25.82,27.29,51.68,6.97,159.91,coffee
34.46,24.0,35.6,32.34,50.02,4.91,83.3,mango
27.47,9.9,10.19,14.93,91.99,6.76,111.82,orange
97.73,13.7,56.1,29.74,93.16,6.67,22.14,muskmelon
17.58,68.22,19.71,17.35,18.97,6.19,60.55,kidneybeans
36.51,125.53,200.7,19.84,84.13,6.31,72.43,grapes
50.97,55.64,55.38,37.97,89.23,6.77,161.2,papaya
39.92,78.7,26.84,25.9,65.14,7.09,53.86,lentil
33.41,133.07,197.5,22.18,90.07,6.23,111.7,apple
38.8,51.5,18.61,27.25,82.33,6.64,36.67,mungbean
74.03,49.44,37.18,24.33,83.11,6.05,198.4,rice
41.92,46.35,21.4,27.68,84.61,6.65,47.86,mungbean
10.69,18.84,12.65,25.91,91.84,7.57,114.12,orange
39.01,131.1,197.29,41.0,84.34,5.98,71.78,grapes
92.89,58.84,46.53,24.92,88.0,7.04,175.92,jute
15.72,124.15,199.53,20.42,90.13,6.13,118.7,apple
13.19,19.42,31.97,25.49,98.51,6.16,207.65,coconut
23.29,32.16,30.51,33.17,52.45,5.15,87.12,mango
104.11,15.74,30.79,27.35,64.4,6.51,175.88,coffee
38.38,25.13,11.63,16.95,93.71,6.26,109.31,orange
105.4,38.49,21.31,22.89,79.36,6.45,97.13,cotton
26.56,36.76,26.33,28.67,91.4,6.44,61.03,mungbean
22.94,56.81,16.75,27.74,84.28,6.27,62.38,mungbean
21.18,120.7,198.6,23.66,82.88,6.08,78.32,grapes
26.47,58.9,16.86,19.31,22.57,5.6,142.26,kidneybeans
37.5,47.87,21.24,28.26,80.55,6.24,48.84,mungbean
121.21,14.22,54.21,29.77,90.25,6.21,23.45,muskmelon
80.82,20.7,47.85,28.21,89.97,6.27,23.23,muskmelon
47.2,56.01,15.77,25.84,66.01,7.31,58.02,blackgram
25.45,137.37,199.21,22.0,77.44,6.1,67.23,grapes
37.43,67.16,53.47,39.63,95.87,6.65,61.18,papaya
29.21,18.91,35.66,24.48,88.27,6.79,109.19,pomegranate
115.89,24.07,43.67,25.89,88.88,6.2,46.64,watermelon
84.85,12.94,51.18,30.39,93.7,6.36,23.81,muskmelon
112.03,22.54,56.23,29.59,93.26,6.82,27.07,muskmelon
114.72,17.87,48.95,28.7,93.64,6.33,25.01,muskmelon
86.09,41.04,38.25,23.91,77.84,6.22,184.53,jute
22.08,121.85,202.53,24.17,94.28,5.92,120.27,apple
25.34,19.1,10.58,14.41,93.9,7.59,116.94,orange
81.87,28.8,51.31,24.53,83.66,6.79,43.44,watermelon
82.01,32.86,28.74,25.37,58.08,6.27,195.98,coffee
100.7,21.38,26.99,29.23,52.37,5.65,186.72,coffee
16.16,10.73,10.93,15.57,93.7,6.92,117.39,orange
118.92,82.59,48.98,29.23,83.66,5.66,119.97,banana
55.44,75.29,20.65,33.04,67.03,7.03,62.66,blackgram
27.44,130.01,198.52,21.2,90.69,6.12,118.08,apple
15.34,26.24,25.04,29.52,98.19,6.38,232.13,coconut
29.95,52.71,51.21,31.78,94.57,6.96,105.73,papaya
31.19,14.91,29.75,28.16,46.89,4.71,91.73,mango
88.41,65.13,46.91,26.63,81.7,6.53,124.27,banana
35.41,57.66,25.83,27.4,60.03,5.78,68.09,mothbeans
33.34,22.47,11.55,20.36,91.61,7.25,109.32,orange
38.22,56.59,56.35,37.26,93.78,6.88,221.07,papaya
141.69,57.43,21.45,23.26,67.22,7.55,81.77,cotton
84.41,54.91,37.92,26.51,82.66,6.7,210.17,rice
98.43,81.92,47.18,27.56,79.29,5.76,99.24,banana
39.06,37.88,24.35,27.2,56.52,3.5,72.62,mothbeans
31.13,74.74,24.81,26.63,68.79,6.94,35.87,lentil
92.37,19.52,49.18,28.47,96.52,6.73,26.97,muskmelon
15.66,22.68,32.62,28.04,96.01,6.16,227.59,coconut
110.99,69.7,49.73,27.77,86.0,6.47,105.12,banana
52.13,57.15,76.76,20.43,16.21,6.33,93.58,chickpea
31.55,78.08,24.39,21.66,24.02,5.74,124.51,kidneybeans
18.2,56.51,19.23,21.58,67.86,7.63,45.52,lentil
18.64,67.13,22.52,23.57,25.29,5.7,66.52,kidneybeans
103.32,30.08,24.53,26.9,50.25,7.17,191.32,coffee
93.84,77.74,50.55,27.18,75.67,6.36,92.36,banana
97.86,17.89,45.29,27.28,89.42,6.61,27.03,muskmelon
23.75,10.31,36.14,20.5,91.12,6.18,104.49,pomegranate
13.97,133.63,204.95,20.73,92.01,5.78,103.79,apple
17.5,25.16,24.63,25.38,98.04,5.9,159.21,coconut
19.25,78.7,16.91,20.25,62.16,7.0,50.04,lentil
60.8,63.06,51.16,27.49,92.86,6.97,99.2,papaya
27.51,54.53,18.33,28.05,52.13,4.56,67.45,mothbeans
50.95,58.51,25.35,27.02,69.24,6.98,64.32,blackgram
30.6,18.56,24.41,28.66,95.62,6.29,214.39,coconut
22.64,64.71,76.26,17.86,14.69,7.47,72.04,chickpea
63.62,47.85,41.0,22.93,78.87,6.84,172.25,jute
58.54,68.23,48.26,33.9,95.51,6.74,88.46,papaya
18.97,61.29,20.35,22.4,19.52,5.51,133.65,kidneybeans
24.09,66.29,24.61,19.45,38.11,7.18,110.22,pigeonpeas
21.73,23.79,10.48,29.16,92.54,6.75,105.36,orange
30.1,58.14,20.73,22.62,21.37,5.76,131.36,kidneybeans
24.86,131.86,202.59,23.13,89.96,5.74,109.76,apple
17.08,25.69,24.97,32.42,53.99,5.1,94.35,mango
108.29,25.1,46.38,28.67,92.68,6.36,26.38,muskmelon
72.09,58.27,48.56,25.18,77.91,7.31,178.02,jute
16.82,29.31,33.29,30.26,52.64,7.07,77.14,mango
89.51,13.86,47.0,25.91,87.45,6.4,57.77,watermelon
102.98,43.68,41.64,24.42,81.58,7.51,207.45,rice
90.96,48.55,38.28,23.1,87.46,6.23,184.34,jute
40.69,36.54,27.49,29.1,45.54,4.6,102.34,mango
12.76,66.31,18.39,37.45,31.5,7.33,106.68,pigeonpeas
13.91,73.36,18.32,21.92,20.37,5.79,144.36,kidneybeans
42.28,65.61,23.17,32.68,60.2,7.01,69.34,blackgram
48.84,59.8,25.12,26.61,63.76,7.63,74.33,blackgram
112.01,72.7,43.92,28.35,80.61,6.06,94.95,banana
29.28,73.61,24.77,21.99,58.35,7.15,37.03,lentil
28.68,67.82,21.15,19.47,16.34,5.79,149.39,kidneybeans
96.07,76.69,46.29,28.35,78.68,6.0,91.01,banana
37.83,143.61,192.19,12.78,82.58,6.08,69.5,grapes
18.13,77.05,19.37,27.91,54.98,4.34,141.15,pigeonpeas
10.25,76.11,16.17,28.7,63.98,6.71,42.61,lentil
14.82,23.66,39.57,24.69,87.07,6.95,113.03,pomegranate
103.79,47.84,18.12,25.96,82.51,6.48,89.64,cotton
43.39,68.08,77.3,17.61,19.88,7.97,77.34,chickpea
82.09,42.78,13.65,20.5,68.11,6.53,69.6,maize
29.66,128.54,199.45,22.32,96.85,6.3,116.8,apple
